Circle Index,Circle X,Circle Y,User-startX,User-startY,User-endX,User-endY
1,129.49,510.55,0,0,0,0
2,150.53,61.89,0,0,0,0
3,221.63,132.41,0,0,0,0
4,58.08,329.16,0,0,0,0
5,29.10,26.83,0,0,0,0
6,143.59,572.60,0,0,0,0
7,40.74,579.69,0,0,0,0
8,329.19,571.50,0,0,0,0
9,79.01,604.77,0,0,0,0
10,248.41,236.34,0,0,0,0
Total Drags,Total Circles,Success Rate
-1,10,0.0
