Index,Circle X,Circle Y,User-startX,User-startY,User-endX,User-endY
1,165.93,295.20,0,0,0,0
2,314.03,531.30,0,0,0,0
Summary
Total Drags,Total Circles,Success Rate (%)
0,2,0.0
