Circle Index,Circle X,Circle Y
1,77.09,418.00,117,431
2,484.25,1190.91,510,1211
3,1771.15,663.42,1792,703
4,2013.28,943.30,2028,981
5,362.31,450.21,379,482
6,1108.79,385.00,1119,426
7,710.13,541.24,732,572
8,301.75,1233.67,339,1261
9,1660.15,1200.31,1680,1227
10,81.21,164.52,94,183
Total Clicks,Total Circles
10,10
